Project Name,2020 Price,2021 Price,2022 Price,2023 Price,2024 Price,2025 Price,2026 Price,Appreciation,Appreciation_Clean_%,Area,Community Type,DWC Travel Time,DXB Travel Time,Developer,Downtown Travel Time,File1 Appreciation,ID,Launch Year,Marina Travel Time,Master Community,PPSM,Price_Segment,Price_Vs_Community_Avg_%,Project_Stage,Projected_CAGR_24_26,Rental Yield %,Service Charge,Start Price,Unit Type
District 11 Opal,,,"1,300","1,540","1,790","2,030","2,220",+42%,42,MBR City,Gated/Family,45m,20m,Nakheel,,,572,2022,,MBR City,,Mid-Range,,Recently Delivered,0.113653206,6,4.2,"4,200,000",Apartments
Discovery Gdns (6),650,680,750,820,880,950,990,+45% (Since 2020),45,Discovery Gdns,Low-Rise Family,20m,35m,Nakheel,35m,+5.2%,575,2004,20m,Discovery Gdns,990,Unknown,,Established,0.060660172,12.5,12.5,Community,High-End Apt
Int. City Precincts,450,470,510,550,590,620,650,+35% (Since 2020),35,Int. City,Economy/Urban,40m,12m,Nakheel,15m,+4.2%,574,2002,50m,International City,650,Unknown,,Established,0.049616556,7,7,Community,Apartments
Jebel Ali Village,,,"1,100","1,300","1,520","1,730","1,900",+65%,65,Jebel Ali,Gated/Family,15m,40m,Nakheel,35m,+9.8%,576,2021,10m,Jebel Ali Village,,Mid-Range,,Established,0.118033989,3.5,3.5,"4,200,000",Apartments
Badrah,450,460,490,520,550,570,590,+30% (Since 2020),30,Waterfront,Economy/Urban,15m,45m,Nakheel,40m,+3.2%,577,2008,10m,Waterfront,590,Unknown,,Established,0.035725481,6.5,6.5,Community,Mixed
Veneto,900,940,"1,040","1,130","1,220","1,310","1,380",+40% (Since 2020),40,Waterfront,Luxury Villas,15m,45m,Nakheel,40m,+5.5%,578,2008,10m,Waterfront,,Unknown,,Established,0.063554202,6.5,6.5,Community,Luxury Villas
Emaar South Ph 4,,,,,"1,100","1,220","1,290",+12%,12,Emaar South,Gated/Golf,8m,45m,Emaar Properties,45m,+6.2%,581,2024,8m,Emaar South,,Affordable,,Under Construction / New,0.082925331,3.2,3.2,"1,250,000",Apartments
Vincitore Aqua Flora,,,,,"1,400","1,660","1,830",+22%,22,Science Park,Resort/Urban,30m,25m,Vincitore,,,579,2024,,Science Park,,Affordable,,Under Construction / New,0.143303484,7.5,14.5,"750,000",Luxury Villas
Hartland II Ph 3,,,,,"1,900","2,140","2,300",+15%,15,Hartland II,Waterfront/Urban,40m,12m,Sobha Realty,12m,+7.5%,580,2024,45m,Hartland II,,Mid-Range,,Under Construction / New,0.100239208,16.5,16.5,"1,600,000",Apartments
Azizi Venice Res 2,,,,,"1,450","1,670","1,810",+18%,18,Dubai South,Waterfront/Urban,7m,45m,Azizi Developments,45m,+8.8%,584,2024,10m,Dubai South,,Affordable,,Under Construction / New,0.117262665,14,14,"620,000",Apartments
Samana Skyros 2,,,,,"1,250","1,410","1,520",+15%,15,Arjan,Urban/Modern,30m,25m,Samana,25m,+7.5%,582,2024,25m,Arjan,,Affordable,,Under Construction / New,0.1027239,14,14,"680,000",Villas
Azizi Venice Res 1,,,,"1,350","1,600","1,850","2,030",+35%,35,Dubai South,Waterfront/Urban,7m,45m,Azizi Developments,45m,+9.5%,583,2023,10m,Dubai South,,Affordable,,Recently Delivered,0.126388033,14,14,"600,000",Branded Apt
Azizi Venice Res 3,,,,,"1,500","1,690","1,820",+15%,15,Dubai South,Waterfront/Urban,7m,45m,Azizi Developments,45m,+7.5%,585,2024,10m,Dubai South,,Affordable,,Under Construction / New,0.101514109,14,14,"650,000",Luxury Villas
Azizi Venice Res 4,,,,,"1,550","1,710","1,820",+12%,12,Dubai South,Waterfront/Urban,7m,45m,Azizi Developments,45m,+6.2%,586,2024,10m,Dubai South,,Affordable,,Under Construction / New,0.083602117,14,14,"680,000",Apartments
Damac Islands Ph 1,,,,,"1,300","1,500","1,640",+18%,18,Dubailand,Gated/Water,20m,35m,Damac Properties,35m,+9%,588,2024,25m,Damac Islands,,Mid-Range,,Under Construction / New,0.123182292,4.2,4.2,"2,200,000",Villas
Damac Islands Ph 2,,,,,"2,350,000","1,400","1,490",+12%,12,Dubailand,Gated/Water,20m,35m,Damac Properties,35m,+6.2%,589,2025,25m,Damac Islands,,Mid-Range,,Under Construction / New,,4.2,4.2,"2,350,000",Townhouses
Azizi Venice Res 5,,,,,"1,600","1,730","1,820",+10%,10,Dubai South,Waterfront/Urban,7m,45m,Azizi Developments,45m,+5%,587,2024,10m,Dubai South,,Affordable,,Under Construction / New,0.06653645,14,14,"710,000",Villas
Damac Islands Ph 3,,,,,"2,500,000","1,450","1,510",+8%,8,Dubailand,Gated/Water,20m,35m,Damac Properties,35m,+4%,590,2025,25m,Damac Islands,,Mid-Range,,Under Construction / New,,4.2,4.2,"2,500,000",Apartments
Binghatti Hills Ph 3,,,,,"920,000","1,250","1,330",+12%,12,Science Park,High-Rise Urban,30m,25m,Binghatti,,,592,2025,,Science Park,,Affordable,,Under Construction / New,,7.5,14,"920,000",Apartments
Shoba Elwood Ph 2,,,,,"8,200,000","1,550","1,630",+10%,10,Dubailand,Nature/Gated,30m,30m,Sobha Realty,30m,+5%,591,2025,30m,Shoba Elwood,,Luxury,,Under Construction / New,,3.8,3.8,"8,200,000",Apartments
Beachfront Ph 5,,,,,"3,500,000","3,100","3,330",+15%,15,Harbour,Island/Luxury,40m,30m,Emaar Properties,20m,+7.5%,593,2025,45m,Emaar Beachfront,,Mid-Range,,Under Construction / New,,21,21,"3,500,000",Villas
The Valley Ph 3,,,,,"3,200,000",,"1,500",+2%,2,The Valley,Gated/Family,45m,25m,Emaar Properties,30m,Launch,594,2026,30m,The Valley,,Mid-Range,,Under Construction / New,,3,3,"3,200,000",Villas
Grand Polo Selvara 5,,,,,"6,800,000",,"1,700",+1%,1,Emaar South,Gated/Golf,8m,45m,Emaar Properties,,,595,2026,,Grand Polo Club,,Luxury,,Under Construction / New,,,4.8,"6,800,000",Villas
Rashid Yachts Ph 8,,,,,"2,800,000",,"2,500",+2%,2,Port Rashid,Waterfront/Urban,50m,15m,Emaar Properties,15m,Launch,596,2026,50m,Rashid Yachts,,Mid-Range,,Under Construction / New,,18.5,18.5,"2,800,000",Mixed
Binghatti Heights,650000.0,680000.0,750000.0,820000.0,877500.0,,,35,35,Jumeirah Village Circle,Gated Residential,29m,23m,Binghatti Developers,22m,35,1,2020,18m,JVC,850,Affordable,,Completed 2023,,6.2,12.0,650000.0,Apartments
Binghatti Emerald,720000.0,750000.0,820000.0,900000.0,950400.0,,,32,32,Jumeirah Village Circle,Mixed-Use,29m,23m,Binghatti Developers,22m,32,2,2021,18m,JVC,920,Affordable,,Completed 2024,,6.5,13.0,720000.0,Apartments/Offices
Binghatti House,,,570000.0,620000.0,650000.0,712500.0,,25,25,Jumeirah Village Circle,Mixed-Use,29m,23m,Binghatti Developers,22m,25,4,2023,18m,JVC,880,Affordable,,Completed 2024,,6.4,12.0,570000.0,Apartments/Offices
Binghatti Corner,680000.0,710000.0,780000.0,850000.0,884000.0,,,30,30,Jumeirah Village Circle,Gated Residential,29m,23m,Binghatti Developers,22m,30,3,2021,18m,JVC,900,Affordable,,Completed 2024,,6.3,12.0,680000.0,Apartments
Waves,1800000.0,1950000.0,2100000.0,2340000.0,2556000.0,,,42,42,Mohammed Bin Rashid City,Waterfront/Luxury,35m,20m,Sobha Realty,12m,42,5,2021,25m,Sobha Hartland,1650,Luxury,,Completed 2023,,5.8,18.0,1800000.0,Apartments
Hartland Greens 1,1200000.0,1350000.0,1500000.0,1680000.0,1920000.0,1980000.0,,65,65,Mohammed Bin Rashid City,Waterfront,35m,20m,Sobha Realty,12m,65,6,2015,25m,Sobha Hartland,1400,Mid-Range,,Completed 2018,,6.2,16.0,1200000.0,Apartments
Hartland Greens 2,1250000.0,1400000.0,1550000.0,1725000.0,1975000.0,2025000.0,,62,62,Mohammed Bin Rashid City,Waterfront,35m,20m,Sobha Realty,12m,62,7,2016,25m,Sobha Hartland,1420,Mid-Range,,Completed 2019,,6.1,16.0,1250000.0,Apartments
Hartland Greens 3,1200000.0,1350000.0,1500000.0,1680000.0,1920000.0,1956000.0,,63,63,Mohammed Bin Rashid City,Waterfront,35m,20m,Sobha Realty,12m,63,8,2015,25m,Sobha Hartland,1400,Mid-Range,,Completed 2018,,6.2,16.0,1200000.0,Apartments
Hartland Greens 4,1250000.0,1400000.0,1550000.0,1725000.0,1950000.0,2000000.0,,60,60,Mohammed Bin Rashid City,Waterfront,35m,20m,Sobha Realty,12m,60,9,2016,25m,Sobha Hartland,1420,Mid-Range,,Completed 2019,,6.1,16.0,1250000.0,Apartments
Quad Homes Phase 1,2500000.0,2800000.0,3100000.0,3450000.0,3850000.0,3950000.0,,58,58,Mohammed Bin Rashid City,Waterfront/Gated,35m,20m,Sobha Realty,12m,58,10,2016,25m,Sobha Hartland,1550,Luxury,,Completed 2018,,5.5,20.0,2500000.0,Townhouses
Waves Grande,,,2200000.0,2420000.0,2860000.0,3036000.0,,38,38,Mohammed Bin Rashid City,Waterfront/Luxury,35m,20m,Sobha Realty,12m,38,11,2022,25m,Sobha Hartland,1680,Luxury,,Completed 2023,,5.7,18.0,2200000.0,Apartments
Hartland Greens 5,,,1350000.0,1500000.0,1890000.0,1957500.0,,45,45,Mohammed Bin Rashid City,Waterfront,35m,20m,Sobha Realty,12m,45,12,2019,25m,Sobha Hartland,1450,Mid-Range,,Completed 2021,,6,16.0,1350000.0,Apartments
Hartland Greens 6,,,1350000.0,1500000.0,1890000.0,1944000.0,,44,44,Mohammed Bin Rashid City,Waterfront,35m,20m,Sobha Realty,12m,44,13,2019,25m,Sobha Hartland,1450,Mid-Range,,Completed 2021,,6,16.0,1350000.0,Apartments
Serena at Casa Dora,1850000.0,2050000.0,2300000.0,2590000.0,2775000.0,2867500.0,,55,55,Arabian Ranches,Gated/Community,25m,35m,Emaar Properties,30m,55,14,2020,35m,Arabian Ranches 3,1200,Mid-Range,,Completed 2022,,5.2,15.0,1850000.0,Villas
Camelia at Arabian Ranches 3,1900000.0,2100000.0,2350000.0,2640000.0,2808000.0,2888000.0,,52,52,Arabian Ranches,Gated/Community,25m,35m,Emaar Properties,30m,52,15,2020,35m,Arabian Ranches 3,1220,Mid-Range,,Completed 2022,,5.3,15.0,1900000.0,Townhouses
Creek Gate Tower,1600000.0,1850000.0,2100000.0,2400000.0,2656000.0,2688000.0,,68,68,Dubai Creek Harbour,Waterfront,40m,15m,Emaar Properties,15m,68,17,2019,25m,Dubai Creek Harbour,1580,Mid-Range,,Completed 2022,,6,17.0,1600000.0,Apartments
Joy at Arabian Ranches 3,2100000.0,2300000.0,2550000.0,2835000.0,3024000.0,3108000.0,,48,48,Arabian Ranches,Gated/Community,25m,35m,Emaar Properties,30m,48,16,2021,35m,Arabian Ranches 3,1250,Mid-Range,,Completed 2023,,5.1,15.0,2100000.0,Villas
Creek Horizon Tower 1,1750000.0,2000000.0,2250000.0,2590000.0,2800000.0,2835000.0,,62,62,Dubai Creek Harbour,Waterfront,40m,15m,Emaar Properties,15m,62,18,2020,25m,Dubai Creek Harbour,1600,Mid-Range,,Completed 2023,,5.9,17.0,1750000.0,Apartments
Creek Horizon Tower 2,1750000.0,2000000.0,2250000.0,2590000.0,2730000.0,2800000.0,,60,60,Dubai Creek Harbour,Waterfront,40m,15m,Emaar Properties,15m,60,19,2020,25m,Dubai Creek Harbour,1600,Mid-Range,,Completed 2023,,5.9,17.0,1750000.0,Apartments
Creek Beach Apartments,1950000.0,2150000.0,2400000.0,2730000.0,2925000.0,3022500.0,,55,55,Dubai Creek Harbour,Waterfront/Beach,40m,15m,Emaar Properties,15m,55,20,2021,25m,Dubai Creek Harbour,1650,Mid-Range,,Completed 2024,,5.8,18.0,1950000.0,Apartments
Dubai Hills View,1400000.0,1650000.0,1900000.0,2240000.0,2380000.0,2408000.0,,72,72,Dubai Hills Estate,Gated/Golf,30m,25m,Emaar Properties,20m,72,21,2018,25m,Dubai Hills Estate,1350,Mid-Range,,Completed 2021,,5.7,16.0,1400000.0,Apartments
Park Heights 1,1500000.0,1750000.0,2000000.0,2360000.0,2490000.0,2520000.0,,68,68,Dubai Hills Estate,Gated/Golf,30m,25m,Emaar Properties,20m,68,22,2019,25m,Dubai Hills Estate,1380,Mid-Range,,Completed 2022,,5.6,16.0,1500000.0,Apartments
Park Heights 2,1520000.0,1770000.0,2020000.0,2380000.0,2491200.0,2523200.0,,66,66,Dubai Hills Estate,Gated/Golf,30m,25m,Emaar Properties,20m,66,23,2019,25m,Dubai Hills Estate,1380,Mid-Range,,Completed 2022,,5.6,16.0,1520000.0,Apartments
Golf Suites,1650000.0,1950000.0,2250000.0,2722500.0,2805000.0,2887500.0,,75,75,Dubai Hills Estate,Gated/Golf,30m,25m,Emaar Properties,20m,75,24,2017,25m,Dubai Hills Estate,1420,Mid-Range,,Completed 2020,,5.5,17.0,1650000.0,Apartments
Maple at Dubai Hills Estate,2200000.0,2550000.0,2900000.0,3410000.0,3520000.0,3630000.0,,65,65,Dubai Hills Estate,Gated/Golf,30m,25m,Emaar Properties,20m,65,25,2018,25m,Dubai Hills Estate,1280,Luxury,,Completed 2021,,5.2,18.0,2200000.0,Townhouses
Acacia at Dubai Hills Estate,2100000.0,2450000.0,2750000.0,3192000.0,3276000.0,3402000.0,,62,62,Dubai Hills Estate,Gated/Golf,30m,25m,Emaar Properties,20m,62,26,2019,25m,Dubai Hills Estate,1270,Luxury,,Completed 2022,,5.3,18.0,2100000.0,Townhouses
Sidra Villas,3500000.0,4100000.0,4700000.0,5530000.0,5740000.0,5880000.0,,68,68,Dubai Hills Estate,Gated/Golf,30m,25m,Emaar Properties,20m,68,27,2017,25m,Dubai Hills Estate,1380,Luxury,,Completed 2020,,4.8,20.0,3500000.0,Villas
Parkway Vistas,1650000.0,1850000.0,2100000.0,2442000.0,2541000.0,2607000.0,,58,58,Dubai Hills Estate,Gated/Golf,30m,25m,Emaar Properties,20m,58,28,2020,25m,Dubai Hills Estate,1400,Mid-Range,,Completed 2023,,5.6,16.0,1650000.0,Apartments
Boulevard Heights Tower 1,2400000.0,2950000.0,3400000.0,3984000.0,4176000.0,4272000.0,,78,78,Downtown Dubai,Urban/Luxury,45m,10m,Emaar Properties,5m,78,30,2017,20m,Downtown Dubai,2120,Luxury,,Completed 2020,,5.1,22.0,2400000.0,Apartments
Boulevard Point,2200000.0,2750000.0,3200000.0,3740000.0,3938000.0,4004000.0,,82,82,Downtown Dubai,Urban/Luxury,45m,10m,Emaar Properties,5m,82,29,2016,20m,Downtown Dubai,2100,Luxury,,Completed 2019,,5.2,22.0,2200000.0,Apartments
Forte 1,2600000.0,3150000.0,3600000.0,4212000.0,4420000.0,4472000.0,,72,72,Downtown Dubai,Urban/Luxury,45m,10m,Emaar Properties,5m,72,32,2018,20m,Downtown Dubai,2150,Luxury,,Completed 2021,,5,23.0,2600000.0,Apartments
Boulevard Heights Tower 2,2400000.0,2950000.0,3400000.0,3936000.0,4128000.0,4224000.0,,76,76,Downtown Dubai,Urban/Luxury,45m,10m,Emaar Properties,5m,76,31,2017,20m,Downtown Dubai,2120,Luxury,,Completed 2020,,5.1,22.0,2400000.0,Apartments
Grande at Dubai Marina,2800000.0,3500000.0,4100000.0,4732000.0,4900000.0,4984000.0,,78,78,Dubai Marina,Waterfront/Urban,35m,18m,Emaar Properties,25m,78,34,2015,5m,Dubai Marina,2300,Luxury,,Completed 2018,,5.3,24.0,2800000.0,Apartments
Forte 2,2600000.0,3150000.0,3600000.0,4160000.0,4368000.0,4420000.0,,70,70,Downtown Dubai,Urban/Luxury,45m,10m,Emaar Properties,5m,70,33,2018,20m,Downtown Dubai,2150,Luxury,,Completed 2021,,5,23.0,2600000.0,Apartments
Vida Residences Dubai Marina,3200000.0,3900000.0,4500000.0,5248000.0,5440000.0,5504000.0,,72,72,Dubai Marina,Waterfront/Branded,35m,18m,Emaar Properties,25m,72,35,2016,5m,Dubai Marina,2400,Luxury,,Completed 2019,,5.1,25.0,3200000.0,Apartments
Beach Vista Tower 1,2100000.0,2450000.0,2800000.0,3297000.0,3423000.0,3465000.0,,65,65,Dubai Harbour,Waterfront/Beach,35m,20m,Emaar Properties,22m,65,36,2019,8m,Dubai Harbour,1750,Mid-Range,,Completed 2022,,5.6,19.0,2100000.0,Apartments
Beach Vista Tower 2,2100000.0,2450000.0,2800000.0,3234000.0,3360000.0,3423000.0,,63,63,Dubai Harbour,Waterfront/Beach,35m,20m,Emaar Properties,22m,63,37,2019,8m,Dubai Harbour,1750,Mid-Range,,Completed 2022,,5.6,19.0,2100000.0,Apartments
Sunrise Bay Tower 1,2300000.0,2600000.0,2950000.0,3404000.0,3542000.0,3634000.0,,58,58,Dubai Harbour,Waterfront/Beach,35m,20m,Emaar Properties,22m,58,38,2020,8m,Dubai Harbour,1780,Mid-Range,,Completed 2023,,5.5,19.0,2300000.0,Apartments
DAMAC Cavalli Tower,1750000.0,1950000.0,2200000.0,2485000.0,2590000.0,,,48,48,Business Bay,Urban/Branded,40m,15m,DAMAC Properties,12m,48,40,2020,22m,Business Bay,1850,Luxury,,Completed 2025,,6.2,20.0,1750000.0,Apartments
Sunrise Bay Tower 2,2300000.0,2600000.0,2950000.0,3358000.0,3496000.0,3588000.0,,56,56,Dubai Harbour,Waterfront/Beach,35m,20m,Emaar Properties,22m,56,39,2020,8m,Dubai Harbour,1780,Mid-Range,,Completed 2023,,5.5,19.0,2300000.0,Apartments
DAMAC Maison Canal Views,1400000.0,1650000.0,1900000.0,2226000.0,2310000.0,,,65,65,Business Bay,Urban/Serviced,40m,15m,DAMAC Properties,12m,65,41,2017,22m,Business Bay,1650,Mid-Range,,Completed 2020,,6.5,19.0,1400000.0,Apartments
Paramount Tower Hotel & Residences,1850000.0,2150000.0,2450000.0,2886000.0,2997000.0,,,62,62,Business Bay,Urban/Branded,40m,15m,DAMAC Properties,12m,62,42,2018,22m,Business Bay,1780,Luxury,,Completed 2021,,6,21.0,1850000.0,Apartments
Aykon City Tower A,2100000.0,2400000.0,2750000.0,3192000.0,3318000.0,,,58,58,Business Bay,Urban/Luxury,40m,15m,DAMAC Properties,12m,58,43,2019,22m,Business Bay,1820,Luxury,,Completed 2022,,5.8,20.0,2100000.0,Apartments
Aykon City Tower B,2100000.0,2400000.0,2750000.0,3150000.0,3276000.0,,,56,56,Business Bay,Urban/Luxury,40m,15m,DAMAC Properties,12m,56,44,2019,22m,Business Bay,1820,Luxury,,Completed 2022,,5.8,20.0,2100000.0,Apartments
DAMAC Prive,1650000.0,1900000.0,2150000.0,2508000.0,2640000.0,,,60,60,Business Bay,Urban/Luxury,40m,15m,DAMAC Properties,12m,60,45,2018,22m,Business Bay,1720,Mid-Range,,Completed 2021,,6.1,19.0,1650000.0,Apartments
Safa One,,,3500000.0,3850000.0,4620000.0,4970000.0,,42,42,Business Bay,Urban/Luxury,40m,15m,DAMAC Properties,12m,42,46,2021,22m,Business Bay,2350,Luxury,,Completed 2024,,5.2,26.0,3500000.0,Apartments
DAMAC Park Towers Tower A,1350000.0,1600000.0,1850000.0,2214000.0,2322000.0,,,72,72,DAMAC Hills,Master Community,25m,32m,DAMAC Properties,28m,72,48,2017,30m,DAMAC Hills,1180,Mid-Range,,Completed 2020,,6,15.0,1350000.0,Apartments
DAMAC Smart Heights,950000.0,1150000.0,1350000.0,1539000.0,1596000.0,,,68,68,Barsha Heights,Urban,35m,18m,DAMAC Properties,18m,68,47,2016,15m,Barsha Heights,1250,Affordable,,Completed 2019,,6.8,14.0,950000.0,Apartments
Vera Residences,1500000.0,1800000.0,2100000.0,2385000.0,2475000.0,,,65,65,DAMAC Hills,Master Community,25m,32m,DAMAC Properties,28m,65,50,2018,30m,DAMAC Hills,1150,Mid-Range,,Completed 2021,,5.5,16.0,1500000.0,Villas
DAMAC Park Towers Tower B,1350000.0,1600000.0,1850000.0,2160000.0,2295000.0,,,70,70,DAMAC Hills,Master Community,25m,32m,DAMAC Properties,28m,70,49,2017,30m,DAMAC Hills,1180,Mid-Range,,Completed 2020,,6,15.0,1350000.0,Apartments
Gardenia Townhouses,1800000.0,2150000.0,2500000.0,2826000.0,2916000.0,,,62,62,DAMAC Hills,Master Community,25m,32m,DAMAC Properties,28m,62,51,2018,30m,DAMAC Hills,1200,Mid-Range,,Completed 2021,,5.3,17.0,1800000.0,Townhouses
Golf Veduta Hotel Apartments,1250000.0,1450000.0,1650000.0,1897500.0,1975000.0,,,58,58,DAMAC Hills,Master Community/Golf,25m,32m,DAMAC Properties,28m,58,52,2019,30m,DAMAC Hills,1160,Mid-Range,,Completed 2022,,6.2,14.0,1250000.0,Apartments
Akoya Oxygen Clusters,950000.0,1200000.0,1450000.0,1662500.0,1662500.0,,,75,75,DAMAC Hills,Master Community/Golf,22m,38m,DAMAC Properties,32m,75,54,2016,35m,DAMAC Hills,1100,Affordable,,Completed 2019,,5.8,13.0,950000.0,Villas
Brookfield Place,1650000.0,1900000.0,2150000.0,2442000.0,2508000.0,,,52,52,DAMAC Hills,Master Community,25m,32m,DAMAC Properties,28m,52,53,2020,30m,DAMAC Hills,1190,Mid-Range,,Completed 2023,,5.4,16.0,1650000.0,Townhouses
The Villas at DAMAC Hills 2,1400000.0,1600000.0,1850000.0,2093000.0,2170000.0,,,55,55,DAMAC Hills 2,Master Community,20m,35m,DAMAC Properties,30m,55,55,2020,33m,DAMAC Hills 2,1140,Mid-Range,,Completed 2023,,5.6,14.0,1400000.0,Villas
Camelia Townhouses,1350000.0,1550000.0,1750000.0,1917000.0,1998000.0,,,48,48,DAMAC Hills 2,Master Community,20m,35m,DAMAC Properties,30m,48,57,2021,33m,DAMAC Hills 2,1120,Mid-Range,,Completed 2025,,5.7,13.0,1350000.0,Townhouses
Violeta Villas,1500000.0,1700000.0,1950000.0,2190000.0,2250000.0,,,50,50,DAMAC Hills 2,Master Community,20m,35m,DAMAC Properties,30m,50,56,2021,33m,DAMAC Hills 2,1150,Mid-Range,,Completed 2024,,5.5,14.0,1500000.0,Villas
Nakheel Villas Palm Jumeirah,5500000.0,6800000.0,8000000.0,9075000.0,9350000.0,9625000.0,,75,75,Palm Jumeirah,Waterfront/Luxury,35m,22m,Nakheel,20m,75,59,2016,12m,Palm Jumeirah,2200,Ultra-Luxury,,Completed 2019,,4.5,32.0,5500000.0,Villas
The Palm Tower Residences,3500000.0,4200000.0,4900000.0,5635000.0,5810000.0,5880000.0,,68,68,Palm Jumeirah,Waterfront/Luxury,35m,22m,Nakheel,20m,68,58,2018,12m,Palm Jumeirah,2600,Luxury,,Completed 2021,,4.8,28.0,3500000.0,Apartments
Tiara Residences,4200000.0,4900000.0,5600000.0,6426000.0,6678000.0,6804000.0,,62,62,Palm Jumeirah,Waterfront/Luxury,35m,22m,Nakheel,20m,62,61,2019,12m,Palm Jumeirah,2550,Luxury,,Completed 2022,,4.7,29.0,4200000.0,Apartments
Shoreline Apartments,2800000.0,3400000.0,4000000.0,4592000.0,4760000.0,4816000.0,,72,72,Palm Jumeirah,Waterfront/Beach,35m,22m,Nakheel,20m,72,60,2017,12m,Palm Jumeirah,2450,Luxury,,Completed 2020,,5,26.0,2800000.0,Apartments
Jumeirah Park Villas District 1,2200000.0,2800000.0,3300000.0,3894000.0,3916000.0,3916000.0,,78,78,Jumeirah Park,Gated/Community,30m,25m,Nakheel,22m,78,62,2015,20m,Jumeirah Park,1180,Mid-Range,,Completed 2018,,5.5,18.0,2200000.0,Villas
Jumeirah Park Villas District 5,2400000.0,3000000.0,3500000.0,4095000.0,4200000.0,4200000.0,,75,75,Jumeirah Park,Gated/Community,30m,25m,Nakheel,22m,75,63,2016,20m,Jumeirah Park,1200,Mid-Range,,Completed 2019,,5.4,18.0,2400000.0,Villas
JVC District 10 Buildings,850000.0,1050000.0,1250000.0,1428000.0,1428000.0,1428000.0,,68,68,JVC,Urban/Community,29m,23m,Nakheel,22m,68,65,2017,18m,JVC,980,Affordable,,Completed 2020,,6.8,12.0,850000.0,Apartments
Jumeirah Park Villas District 7,2300000.0,2900000.0,3400000.0,3933000.0,3956000.0,3956000.0,,72,72,Jumeirah Park,Gated/Community,30m,25m,Nakheel,22m,72,64,2016,20m,Jumeirah Park,1190,Mid-Range,,Completed 2019,,5.5,18.0,2300000.0,Villas
JVC District 14 Buildings,900000.0,1100000.0,1300000.0,1476000.0,1458000.0,1458000.0,,62,62,JVC,Urban/Community,29m,23m,Nakheel,22m,62,67,2018,18m,JVC,1000,Affordable,,Completed 2021,,6.6,12.0,900000.0,Apartments
JVC District 12 Buildings,880000.0,1080000.0,1280000.0,1452000.0,1452000.0,1452000.0,,65,65,JVC,Urban/Community,29m,23m,Nakheel,22m,65,66,2017,18m,JVC,990,Affordable,,Completed 2020,,6.7,12.0,880000.0,Apartments
Warsan Village,650000.0,800000.0,950000.0,1099500.0,1118000.0,1118000.0,,72,72,International City,Urban/Affordable,22m,28m,Nakheel,25m,72,68,2016,25m,International City,750,Affordable,,Completed 2019,,7.2,10.0,650000.0,Apartments
International City Clusters,550000.0,700000.0,850000.0,979000.0,979000.0,979000.0,,78,78,International City,Urban/Affordable,22m,28m,Nakheel,25m,78,69,2015,25m,International City,720,Affordable,,Completed 2018,,7.5,9.0,550000.0,Apartments
Deira Islands Residences Phase 1,,,1650000.0,1900000.0,2227500.0,2392500.0,,45,45,Deira Islands,Waterfront/Urban,45m,12m,Nakheel,18m,45,71,2021,28m,Deira Islands,1480,Mid-Range,,Completed 2024,,5.8,17.0,1650000.0,Apartments
Discovery Gardens Building 1-5,750000.0,950000.0,1120000.0,1267500.0,1275000.0,1275000.0,,70,70,Discovery Gardens,Urban/Community,28m,24m,Nakheel,20m,70,70,2016,18m,Discovery Gardens,850,Affordable,,Completed 2019,,7,11.0,750000.0,Apartments
Jumeirah Village Triangle Villas,1900000.0,2400000.0,2850000.0,3192000.0,3192000.0,3192000.0,,68,68,JVT,Gated/Community,28m,22m,Nakheel,20m,68,72,2017,18m,JVT,1150,Mid-Range,,Completed 2020,,5.6,17.0,1900000.0,Villas
JVT District 2 Townhouses,1750000.0,2200000.0,2600000.0,2887500.0,2887500.0,2887500.0,,65,65,JVT,Gated/Community,28m,22m,Nakheel,20m,65,73,2018,18m,JVT,1130,Mid-Range,,Completed 2021,,5.7,16.0,1750000.0,Townhouses
City Walk Building 5,2600000.0,3200000.0,3750000.0,4316000.0,4472000.0,4472000.0,,72,72,City Walk,Urban/Luxury,42m,12m,Meraas,10m,72,75,2017,18m,City Walk,2250,Luxury,,Completed 2020,,5.1,24.0,2600000.0,Apartments
City Walk Building 1,2400000.0,3000000.0,3500000.0,4050000.0,4200000.0,4200000.0,,75,75,City Walk,Urban/Luxury,42m,12m,Meraas,10m,75,74,2016,18m,City Walk,2200,Luxury,,Completed 2019,,5.2,24.0,2400000.0,Apartments
City Walk Building 10,2750000.0,3350000.0,3900000.0,4466000.0,4620000.0,4620000.0,,68,68,City Walk,Urban/Luxury,42m,12m,Meraas,10m,68,76,2018,18m,City Walk,2280,Luxury,,Completed 2021,,5,25.0,2750000.0,Apartments
Bluewaters Residences,2800000.0,3400000.0,3950000.0,4522000.0,4620000.0,4620000.0,,65,65,Bluewaters Island,Waterfront/Luxury,38m,15m,Meraas,15m,65,77,2018,10m,Bluewaters Island,2350,Luxury,,Completed 2021,,5,26.0,2800000.0,Apartments
La Mer Villas,6500000.0,8000000.0,9500000.0,10920000.0,10920000.0,10920000.0,,68,68,Jumeirah 1,Waterfront/Beach,40m,16m,Meraas,12m,68,78,2017,15m,La Mer,2100,Ultra-Luxury,,Completed 2020,,4.2,35.0,6500000.0,Villas
